,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
2425,PPL,28.3948,84.1278,Nepal,Phaplu,BLANK,Nepal,23424911,Asia/Katmandu,0,Other Airport,BLANK,BLANK,2378.0,9000.0,BLANK,1,1
2426,PPN,2.45,-76.6164,Guillermo Leon Valencia Airport,Popayán,Cauca,Colombia,12512381,America/Bogota,0,Airports,BLANK,BLANK,6100.0,5677.0,BLANK,2,3
2427,PPP,-20.4939,148.554,Proserpine Aerodrome,Brandy Creek,Queensland,Australia,12510768,Australia/Brisbane,0,Airports,BLANK,BLANK,6801.0,83.0,BLANK,2,3
2428,PPS,9.7433,118.756,Puerto Princesa International Airport,Puerto Princesa,Western Visayas,Philippines,12515642,Asia/Manila,0,Airports,BLANK,BLANK,8530.0,20.0,RPVP,4,4
2429,PPT,-17.5578,-149.611,Tahiti Faaa Airport,Papeete,Windward Islands,French Polynesia,12512832,Pacific/Tahiti,0,Airports,BLANK,BLANK,11204.0,7.0,NTAA,38,12
2430,PPV,62.8903,-149.054,Alaska,Port Protection,Alaska,United States,2347560,America/Juneau,0,Airports,BLANK,BLANK,,,BLANK,1,1
2431,PQC,10.2233,103.958,Duong Dong Airport,Kien Giang,Kien Giang,Vietnam,12522907,Asia/Ho_Chi_Minh,0,Airports,BLANK,BLANK,3280.0,23.0,BLANK,2,1
2432,PQI,46.6921,-68.0447,Northern Maine Regional Airport,Presque Isle,Maine,United States,12521164,America/New_York,0,Airports,BLANK,BLANK,7440.0,534.0,KPQI,1,1
2433,PQQ,-31.4309,152.866,Port Macquarie Airport,Port Macquarie,New South Wales,Australia,12510766,Australia/Sydney,0,Airports,BLANK,BLANK,5200.0,12.0,BLANK,4,4
2434,PQS,61.9362,-162.882,Pilot Station,Pilot Station,Alaska,United States,2471844,America/Anchorage,0,Airports,BLANK,BLANK,2982.0,275.0,BLANK,3,2
2435,PRC,34.6492,-112.428,Ernest A Love Field Airport,Prescott,Arizona,United States,12519656,America/Phoenix,0,Airports,BLANK,BLANK,7616.0,5042.0,KPRC,4,4
2436,PRG,50.1079,14.2675,Prague Ruzyne Airport,Prague 6,Hlavni mesto Praha,Czech Republic,12512558,Europe/Prague,0,Airports,BLANK,http://www.prg.aero,10663.0,1247.0,KPRG,131,66
2437,PRI,-4.3158,55.6958,Praslin Airport,Praslin Island,Grand Anse Praslin,Seychelles,12517388,Indian/Mahe,0,Airports,BLANK,BLANK,2493.0,10.0,BLANK,1,1
2438,PRN,42.5753,21.0364,Pristina Airport,Prishtina,Kosovo,Serbia,12517589,Europe/Belgrade,+381 0 38 5958159,Airports,BLANK,http://www.airportpristina.com/,8202.0,1788.0,KPRN,16,14
2439,PSA,43.6959,10.3976,Pisa Airport,Pisa,Tuscany,Italy,12513850,Europe/Rome,0,Airports,BLANK,http://www.pisa-airport.com/,9800.0,9.0,LIRP,57,26
2440,PSC,46.2592,-119.117,Tri Cities Airport,Pasco,Washington,United States,12522188,America/Los_Angeles,0,Airports,BLANK,BLANK,7700.0,407.0,KPSC,7,12
2441,PSE,18.0116,-66.5664,Mercedita Airport,Coto Laurel,Puerto Rico,United States,12515663,America/Puerto_Rico,787 557 7753,Airports,BLANK,BLANK,5529.0,27.0,TJPS,4,4
2442,PSG,56.8067,-132.933,Petersburg James A Johnson Airport,Petersburg,Alaska,United States,12521355,America/Anchorage,0,Airports,BLANK,BLANK,6004.0,107.0,PAPG,2,3
2443,PSO,1.4108,-77.2922,Antonio Narino Airport,Chachagüí,Narino,Colombia,12512363,America/Bogota,0,Airports,BLANK,BLANK,7132.0,5952.0,BLANK,2,2
2444,PSP,33.8227,-116.509,Palm Springs International Airport,Palm Springs,California,United States,12521289,America/Los_Angeles,0,Airports,BLANK,BLANK,8500.0,462.0,KPSP,17,16
2445,PSR,42.4337,14.1846,Pescara Airport,Pescara,Abruzzi,Italy,12513848,Europe/Rome,0,Airports,BLANK,BLANK,7808.0,48.0,LIBP,8,8
2446,PSS,-27.3839,-55.9675,Posadas Airport,Posadas,Misiones,Argentina,12510533,America/Buenos_Aires,0,Airports,BLANK,BLANK,7394.0,430.0,SARP,3,1
2447,PSZ,-18.9747,-57.8194,Salvador Ogaya Gutierrez Airport,Puerto Suárez,Santa Cruz,Bolivia,12510910,America/La_Paz,0,Airports,BLANK,BLANK,6562.0,440.0,BLANK,1,1
2448,PTA,60.3956,-154.494,Port Alsworth,Port Alsworth,Alaska,United States,2475311,America/Anchorage,0,Airports,BLANK,BLANK,3000.0,280.0,BLANK,1,1
2449,PTF,-17.7818,177.2,Malololailai Airport,Malololailai,Western,Fiji,12523205,Pacific/Fiji,0,Airports,BLANK,BLANK,2100.0,10.0,BLANK,1,1
2450,PTG,-23.9236,29.4833,Pietersburg Municipal Airport,Pietersburg,Limpopo,South Africa,12517461,Africa/Johannesburg,0,Airports,BLANK,BLANK,10400.0,4075.0,BLANK,1,1
2451,PTH,56.9667,-158.633,Port Heiden Airport,Port Heiden,Alaska,United States,2475388,America/Anchorage,0,Airports,BLANK,BLANK,6240.0,86.0,PAPH,2,2
2452,PTP,16.2675,-61.5281,Le Raizet Airport,Les Abymes,Pointe-À-Pitre,Guadeloupe,12513277,America/Guadeloupe,0,Airports,BLANK,BLANK,11499.0,36.0,TFFR,20,9
2453,PTU,58.9216,-161.727,Platinum,Platinum,Alaska,United States,2473568,America/Nome,0,Airports,BLANK,BLANK,3800.0,9.0,PAPM,1,2
2454,PTY,9.07,-79.3836,Tocumen International Airport,Tocumen,Panama,Panama,12515432,America/Panama,0,Airports,BLANK,http://www.tocumenpanama.aero/,10006.0,135.0,MPTO,53,23
2455,PUB,38.2836,-104.496,Pueblo Memorial Airport,Pueblo,Colorado,United States,12521494,America/Denver,0,Airports,BLANK,BLANK,10496.0,4726.0,KPUB,2,3
2456,PUF,43.3823,-0.4166,Pont Long Uzein Airport,Lescar,Aquitaine,France,12512953,Europe/Paris,0,Airports,BLANK,BLANK,8202.0,617.0,LFBP,7,7
2457,PUJ,18.5675,-68.3469,Punta Cana Airport,Salvaleón de Higüey,La Altagracia,Dominican Republic,12512620,America/Santo_Domingo,0,Airports,BLANK,BLANK,5043.0,30.0,MDPC,40,27
2458,PUK,21.0754,-156.793,BLANK,Pukarua,Tuamotu-Gambier,French Polynesia,23424817,Pacific/Midway,0,Airports,BLANK,BLANK,2952.0,3.0,BLANK,1,1
2459,PUQ,-53.0033,-70.8558,Carlos Ibanez de Campo International Airport,Punta Arenas,Magallanes y Antartica Chilena,Chile,12512310,America/Santiago,0,Airports,BLANK,BLANK,9153.0,144.0,SCCI,6,6
2460,PUS,35.1777,128.937,Kimhae International Airport,Busan,Busan,South Korea,23388327,Asia/Seoul,0,Airports,BLANK,BLANK,9000.0,13.0,RKPP,31,26
2461,PUU,0.5061,-76.5022,Puerto Asis Airport,Puerto Asís,Putumayo,Colombia,12512405,America/Bogota,0,Airports,BLANK,BLANK,5248.0,834.0,BLANK,5,2
2462,PUW,46.743,-117.119,Pullman-Moscow Regional Airport,Pullman,Washington,United States,12521496,America/Los_Angeles,0,Airports,BLANK,BLANK,6731.0,2551.0,KPUW,3,5
2463,PUY,44.8939,13.9272,Pula Airport,Pluj,Istarska,Croatia,12513369,Europe/Belgrade,0,Airports,BLANK,BLANK,9678.0,276.0,LDPL,13,8
2464,PVA,13.3577,-81.3535,Providencia Island Airport,San Andrés,San Andres y Providencia,Colombia,12512404,America/Bogota,0,Airports,BLANK,BLANK,3281.0,20.0,BLANK,1,1
2465,PVC,42.0771,-70.2169,Provincetown Municipal Airport,Provincetown,Massachusetts,United States,12521490,America/New_York,0,Airports,BLANK,BLANK,3498.0,8.0,KPVC,1,1
2466,PVD,41.723,-71.4399,Theodore Francis Green State Airport,Warwick,Rhode Island,United States,12522119,America/New_York,(401) 737-8222,Airports,BLANK,http://www.pvdairport.com/,7166.0,56.0,KPVD,25,24
2467,PVG,31.1156,121.803,Pudong International Airport,Huinan,Shanghai,China,23428057,Asia/Shanghai,0,Airports,BLANK,BLANK,,,KPVG,131,76
2468,PVH,-8.7133,-63.9022,Governador Jorge Teixeira de Oliveira Internatio,Pôrto Velho,Rondonia,Brazil,12511285,America/Manaus,0,Airports,BLANK,BLANK,7874.0,289.0,BLANK,4,4
2469,PVK,38.9261,20.7667,Preveza Airport,Paliambela,Dytiki Ellada,Greece,12513319,Europe/Athens,0,Airports,BLANK,BLANK,9810.0,13.0,LGPZ,10,4
2470,PVR,20.6819,-105.248,Lic Gustavo Diaz Ordaz International Airport,Puerto Vallarta,Jalisco,Mexico,12514911,America/Mexico_City,0,Airports,BLANK,BLANK,10171.0,19.0,MMPR,26,22
2471,PWE,69.7862,170.642,Under Construction Pevek Airport,Anadyr',Chukotskiy Avtonomnyy Okrug,Russia,12517084,Asia/Kamchatka,0,Airports,BLANK,BLANK,,,BLANK,1,1
2472,PWK,42.1162,-87.8987,Pal Waukee Airport,Wheeling,Illinois,United States,12521282,America/Chicago,0,Airports,BLANK,BLANK,5000.0,647.0,KPWK,2,1
2473,PWM,43.6475,-70.3103,Jetport International Airport,Portland,Maine,United States,12520368,America/New_York,0,Airports,BLANK,BLANK,6800.0,74.0,KPWM,17,18
2474,PWQ,52.1859,77.0858,Pavlodar South Airport,Pavlodar,Pavlodar,Kazakhstan,12514433,Asia/Almaty,0,Airports,BLANK,BLANK,,,BLANK,4,4
2475,PXM,15.8725,-97.0861,Puerto Escondido Airport,San Pedro Juchatengo,Oaxaca,Mexico,12514938,America/Mexico_City,0,Airports,BLANK,BLANK,7544.0,289.0,MMPS,1,1
2476,PXO,33.0667,-16.35,Porto Santo Airport,Porto Santo,Madeira,Portugal,12523962,Europe/Lisbon,0,Airports,BLANK,BLANK,8005.0,318.0,LPPS,3,3
2477,PXU,13.9747,108.041,Pleiku Area Airport,Gia Lai,Gia Lai,Vietnam,12522947,Asia/Ho_Chi_Minh,0,Airports,BLANK,BLANK,5906.0,2438.0,BLANK,2,1
2478,PYH,5.5833,-67.6167,Puerto Ayacucho Airport,Maroa,Amazonas,Venezuela,12522832,America/Caracas,0,Airports,BLANK,BLANK,6726.0,105.0,BLANK,1,1
2479,PYJ,69.1966,33.4842,Russia,Polyarnyj,Murmanskaya Oblast,Russia,23424936,Europe/Moscow,0,Airports,BLANK,BLANK,,,BLANK,2,2
2480,PZB,-29.6514,30.3994,Pietermaritzburg Airport,Pietermaritzburg,Kwazulu Natal,South Africa,12517459,Africa/Johannesburg,033 386 5252,Airports,BLANK,BLANK,4200.0,2425.0,BLANK,1,1
2481,PZE,50.1282,-5.51945,Penzance Heliport,Penzance,England,United Kingdom,22482999,Europe/London,0,Airports,BLANK,BLANK,,,BLANK,3,2
2482,PZI,21.652,110.623,Pan Zhi Hua Bao AnYing,Pan Zhi Hua,Guangdong,China,2161880,Asia/Shanghai,0,Airports,BLANK,BLANK,,,BLANK,2,3
2483,PZO,8.3,-62.7333,Puerto Ordaz Airport,Ciudad Guayana,Bolivar,Venezuela,12523683,America/Caracas,0,Airports,BLANK,BLANK,6234.0,472.0,SVPR,3,3
2484,PZU,19.5761,37.2167,Port Sudan International Airport,Port Sudan,Al Bahr al Ahmar,Sudan,12517603,Africa/Khartoum,0,Airports,BLANK,BLANK,6562.0,10.0,BLANK,4,1
2485,QBC,52.3843,-126.585,Bella Coola Airport,Masset,British Columbia,Canada,12511577,America/Vancouver,0,Airports,BLANK,BLANK,4000.0,120.0,BLANK,2,1
2486,QDH,51.08,0.53,Ashford International Rail Station,Ashford,England,United Kingdom,26352342,Europe/London,0,Airports,BLANK,BLANK,,,BLANK,6,1
2487,QDU,51.0908,10.4542,Germany,Dusseldorf,North-Rhine-Westphalia,Germany,23424829,Europe/Berlin,0,Railway Stations,BLANK,BLANK,,,BLANK,7,5
2488,QFB,47.9986,7.84964,Freiburg Hauptbahnhof,Freiburg,Baden-Württemberg,Germany,650437,Europe/Berlin,0,Railway Stations,BLANK,BLANK,,,BLANK,3,2
2489,QFZ,49.2315,6.99827,Saarbruecken Rail Station,Sarrebruck,Saar,Germany,690631,Europe/Berlin,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
2490,QJY,33.5056,126.495,Cheju International Airport,Jeju-Si,Jaeju-Do,South Korea,12514202,Asia/Seoul,0,Airports,BLANK,BLANK,,,BLANK,2,1
2491,QJZ,46.7124,1.71832,France,Nantes,,France,23424819,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,3,10
2492,QKL,50.944,6.95806,Koeln Hauptbahnhof,Cologne,North-Rhine-Westphalia,Germany,20066498,Europe/Berlin,0,Railway Stations,BLANK,BLANK,,,BLANK,8,7
2493,QOW,5.49341,7.0261,Owerri,Owerri,Imo,Nigeria,1510193,Africa/Lagos,0,Airports,BLANK,BLANK,,,DNIM,1,1
2494,QQD,51.07,1.19,Dover Rail Station,Dover,England,United Kingdom,26345882,Europe/London,0,Airports,BLANK,BLANK,,,BLANK,1,1
2495,QQH,51.9389,1.28162,Harwich Rail Station,Harwich,England,United Kingdom,26345764,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,1,1
2496,QQK,52.8833,-1.97685,England,London,England,United Kingdom,24554868,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,5,1
2497,QQM,53.365,-2.27089,Manchester International Airport,Manchester,England,United Kingdom,22478032,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,8,1
2498,QQN,52.4531,-1.73847,Birmingham International Airport,Birmingham,England,United Kingdom,22454274,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,11,1
2499,QQP,51.5158,-0.17539,Paddington Station,London,England,United Kingdom,22475708,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,2,2
2500,QQS,51.5299,-0.12549,St Pancras International,Britrail Rail Zone S,BLANK,United Kingdom,22476283,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,9,2
2501,QQU,52.4531,-1.73847,Birmingham International Airport,London,England,United Kingdom,22454274,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,10,1
2502,QQW,51.5035,-0.11297,Waterloo Railway Station,London,England,United Kingdom,23380781,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
2503,QQX,51.3851,-2.36116,Bath Rail Service,Bath,England,United Kingdom,12056,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,3,1
2504,QQY,52.4531,-1.73847,Birmingham International Airport,York,England,United Kingdom,22454274,Europe/London,0,Railway Stations,BLANK,BLANK,,,BLANK,12,1
2505,QRH,51.9525,4.4392,Rotterdam Airport,Rotterdam,BLANK,Netherlands,23182361,Europe/Amsterdam,0,Railway Stations,BLANK,BLANK,,,BLANK,2,1
2506,QRO,20.6228,-100.369,Queretaro Airport,Queretaro,Queretaro de Arteaga,Mexico,12514944,America/Mexico_City,0,Airports,BLANK,BLANK,6234.0,6461.0,BLANK,4,7
2507,QRW,5.75242,5.86487,Delta,Warri,Delta,Nigeria,2346364,Africa/Lagos,0,Airports,BLANK,BLANK,,,BLANK,2,1
2508,QSF,36.1914,5.40944,Setif,Setif,Setif,Algeria,1257253,Africa/Algiers,0,Airports,BLANK,BLANK,,,BLANK,6,2
2509,QUL,36.5922,-90.2465,BLANK,Qulin,Missouri,United States,2477964,America/Indiana/Tell_City,0,Airports,BLANK,BLANK,,,BLANK,2,1
2510,QWB,-25.5275,-49.1731,Afonso Pena International Airport,Sao Jose dos Pinhais,Parana,Brazil,12511012,America/Sao_Paulo,0,Airports,BLANK,BLANK,,,BLANK,1,1
2511,QXB,43.5048,5.36794,Aix Les Milles Airport,Aix-les-milles,Provence-alpes-cote d'Azur,France,12512840,Europe/Paris,0,Airports,BLANK,BLANK,,,LFMA,3,7
2512,QXG,47.4174,-0.82135,Pays de la Loire,Angers,Pays de la Loire,France,7153325,Europe/Paris,0,Railway Stations,BLANK,BLANK,,,BLANK,4,9
2513,QYU,61.2661,15.9858,Gavleborg,Gefle,Gavleborg,Sweden,2347046,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
2514,QYX,59.8585,17.6441,Uppsala Station,Uppsala,BLANK,Sweden,908572,Europe/Stockholm,0,Railway Stations,BLANK,BLANK,,,BLANK,7,1
2515,RAB,-4.2272,152.184,Rabaul Airport,Rabaul,East New Britain,Papua New Guinea,12515478,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,5210.0,29.0,BLANK,5,1
2516,RAE,30.9086,41.1367,Arar Airport,Arar,Al Hudud ash Shamaliyah,Saudi Arabia,12517330,Asia/Riyadh,0,Airports,BLANK,BLANK,10007.0,1821.0,BLANK,4,1
2517,RAH,29.6278,43.4944,Rafha Airport,Rafha,Al Hudud ash Shamaliyah,Saudi Arabia,12517363,Asia/Riyadh,0,Airports,BLANK,BLANK,7054.0,1473.0,BLANK,2,1
2518,RAI,14.9253,-23.5031,Francisco Mendes Airport,Praia,Praia,Cape Verde,12512491,Atlantic/Cape_Verde,0,Airports,BLANK,BLANK,5828.0,229.0,BLANK,13,4
2519,RAJ,22.3169,70.769,Rajkot Airport,Rajkot,Gujarat,India,12513661,Asia/Kolkata,0,Airports,BLANK,BLANK,5395.0,440.0,BLANK,1,1
2520,RAK,31.6167,-8.05,Menara Airport,Marrakesh,Marrakech,Morocco,12523044,Africa/Casablanca,0,Airports,BLANK,BLANK,10171.0,1535.0,GMMX,30,20
2521,RAO,-21.1322,-47.7744,Leite Lopes Airport,Ribeirão Prêto,Sao Paulo,Brazil,12511210,America/Sao_Paulo,0,Airports,BLANK,BLANK,5905.0,1801.0,BLANK,7,1
2522,RAP,44.037,-103.06,Rapid City Regional Airport,Rapid City,South Dakota,United States,12521530,America/Denver,0,Airports,BLANK,BLANK,8701.0,3202.0,KRAP,9,11
2523,RAR,-21.2,-159.8,Rarotonga International Airport,Avarua,Rarotonga,Cook Islands,12523208,Pacific/Rarotonga,0,Airports,BLANK,BLANK,7638.0,22.0,NCRG,9,6
2524,RAS,37.3256,49.6092,Rasht Airport,Rasht,Gilan,Iran,12513752,Asia/Tehran,0,Airports,BLANK,BLANK,7545.0,,KRAS,3,3
2525,RBA,34.0475,-6.7578,Sale Airport,Rabat,Rabat-Sale,Morocco,12514791,Africa/Casablanca,0,Airports,BLANK,BLANK,11483.0,276.0,GMME,5,7
2526,RBH,64.7381,-155.489,Brooks Lodge,Brooks Lodge,Alaska,United States,2347560,America/Anchorage,0,Airports,BLANK,BLANK,,,BLANK,1,1
2527,RBQ,-14.45,-67.55,Rurrenabaque Airport,Rurrenabaque,El Beni,Bolivia,12523701,America/La_Paz,0,Airports,BLANK,BLANK,4265.0,899.0,BLANK,2,1
2528,RBR,-9.9981,-67.7997,Presidente Medici International Airport,Rio Branco,Norte,Brazil,12511288,America/Cuiaba,0,Airports,BLANK,BLANK,8530.0,466.0,BLANK,3,3
2529,RBV,58.05,25.1,Ramata,Ramata,Valmieras Rajons,Solomon Islands,55844616,Europe/Riga,0,Airports,BLANK,BLANK,,,BLANK,2,1
2530,RBX,46.4717,-108.55,Roundup Airport,Roundup,Montana,United States,12521664,America/Boise,0,Airports,BLANK,BLANK,,,BLANK,1,1
2531,RBY,64.7381,-155.489,Ruby Airport,Ruby,Alaska,United States,2485593,America/Anchorage,0,Airports,BLANK,BLANK,2900.0,635.0,PARY,3,3
2532,RCB,-28.7386,32.0928,Richards Bay Airport,Empangeni,Kwazulu Natal,South Africa,12517470,Africa/Johannesburg,0,Airports,BLANK,BLANK,4265.0,108.0,BLANK,1,1
2533,RCE,48.6126,-123.14,Roche Harbor Airport,Friday Harbor,Washington,United States,12521623,America/Los_Angeles,0,Airports,BLANK,BLANK,4000.0,100.0,BLANK,2,1
2534,RCH,11.5292,-72.9244,Almirante Padilla Airport,Ríohacha,La Guajira,Colombia,12512362,America/Bogota,0,Airports,BLANK,BLANK,5413.0,48.0,BLANK,1,1
2535,RCL,-15.4802,167.834,BLANK,Redcliffe,BLANK,Vanuatu,23424907,Pacific/Efate,0,Airports,BLANK,BLANK,2230.0,36.0,BLANK,1,1
2536,RCM,-20.7021,143.115,Richmond Aerodrome,Bellfield,Queensland,Australia,12510771,Australia/Brisbane,0,Airports,BLANK,BLANK,5000.0,675.0,BLANK,2,1
2537,RCP,51.5257,-0.14499,BLANK,Cinder River,Alaska,United States,2347560,America/Anchorage,0,Airports,BLANK,BLANK,,,BLANK,1,1
2538,RDB,67.75,-163.667,Red Dog,Red Dog,Alaska,United States,12799789,America/Anchorage,0,Airports,BLANK,BLANK,,,PADG,1,2
2539,RDD,40.5056,-122.302,Redding Municipal Airport,Redding,California,United States,12521548,America/Los_Angeles,0,Airports,BLANK,http://www.ci.redding.ca.us/adminsv/airports/index.htm,7003.0,502.0,KRDD,4,5
2540,RDM,44.2533,-121.162,Roberts Field Airport,Redmond,Oregon,United States,12521617,America/Los_Angeles,0,Airports,BLANK,BLANK,7040.0,3077.0,KRDM,6,11
2541,RDN,3.94515,114.402,Malaysia,Redang,BLANK,Malaysia,23424901,Asia/Kuala_Lumpur,0,Airports,BLANK,BLANK,940.0,,BLANK,2,1
2542,RDU,35.8729,-78.7923,Durham International Airport,Raleigh/Durham,North Carolina,United States,12519551,America/New_York,919 840 2123,Airports,BLANK,http://rdu.com,10000.0,437.0,KRDU,47,44
2543,RDV,61.7645,-157.312,Red Devil,Red Devil,Alaska,United States,2479276,America/Anchorage,0,Airports,BLANK,BLANK,5200.0,210.0,BLANK,1,3
2544,RDZ,44.41,2.48254,Marcillac Airport,Marcillac,Midi-Pyrenees,France,12512930,Europe/Paris,0,Airports,BLANK,BLANK,6234.0,1906.0,BLANK,5,3
2545,REA,-19.0,-135.1,Reao,Reao,Tuamotu-Gambier,French Polynesia,28743702,Pacific/Midway,0,Airports,BLANK,BLANK,2953.0,7.0,BLANK,1,1
2546,REC,-8.1261,-34.9225,Gilberto Freyre International Airport,Recife,Pernambuco,Brazil,12511167,America/Belem,0,Airports,BLANK,BLANK,9875.0,36.0,SBRF,18,13
2547,REG,38.0731,15.6498,Reggio Calabria Airport,Reggio di Calabria,Calabria,Italy,22315780,Europe/Rome,0,Airports,BLANK,http://www.sogas.it,6050.0,85.0,BLANK,8,8
2548,REL,-43.2111,-65.2681,Trelew Almirante Zar Airport,Trelew,Chubut,Argentina,12510569,America/Buenos_Aires,0,Airports,BLANK,BLANK,,,BLANK,4,1
2549,REN,51.7953,55.4498,Orenburg East Airport,Orenburg,Orenburgskaya Oblast,Russia,12516620,Asia/Yekaterinburg,0,Airports,BLANK,BLANK,,,BLANK,12,1
2550,REP,13.4092,103.816,Siem Reap Airport,Siemrap,Siem Reab,Cambodia,12511929,Asia/Phnom_Penh,0,Airports,BLANK,http://www.cambodia-airports.com,8366.0,75.0,VDSR,14,16
2551,RES,-27.4514,-59.0508,Resistencia Airport,Makallé,Chaco,Argentina,12510540,America/Buenos_Aires,0,Airports,BLANK,BLANK,9084.0,174.0,BLANK,2,1
2552,REU,41.1444,1.15631,Reus Airport,Reus,Catalonia,Spain,12517564,Europe/Madrid,0,Airports,BLANK,BLANK,9513.0,233.0,LERS,13,2
2553,REX,26.0133,-98.2319,Reynosa International Airport,Reynosa,Tamaulipas,Mexico,12514948,America/Mexico_City,0,Airports,BLANK,BLANK,6234.0,128.0,MMRX,4,5
2554,RFD,42.2035,-89.0955,Greater Rockford Airport,Rockford,Illinois,United States,12519986,America/Chicago,815-969-4000,Airports,BLANK,http://www.flyrfd.com,10.0,736.0,KRFD,7,4
2555,RFP,-16.7167,-151.467,Raiatea Island Airport,Papeete,Leeward Islands,French Polynesia,12523210,Pacific/Tahiti,0,Airports,BLANK,BLANK,4593.0,3.0,BLANK,4,1
2556,RGA,-53.7792,-67.7667,Rio Grande Airport,Río Grande,Tierra del Fuego,Argentina,12510546,America/Buenos_Aires,0,Airports,BLANK,BLANK,6561.0,66.0,BLANK,1,1
2557,RGI,-14.9516,-147.649,Rangiroa Airport,Papeete,Tuamotu-Gambier,French Polynesia,12512828,Pacific/Gambier,0,Airports,BLANK,BLANK,6890.0,10.0,BLANK,7,1
2558,RGL,-51.6092,-69.3131,Rio Gallegos Airport,Río Gallegos,Santa Cruz,Argentina,12510544,America/Buenos_Aires,0,Airports,BLANK,BLANK,11647.0,59.0,BLANK,5,2
2559,RGN,16.9064,96.1389,Mingaladon Airport,Insein,Yangon,Myanmar,12510924,Asia/Rangoon,0,Airports,BLANK,BLANK,8100.0,109.0,VYYY,21,17
2560,RHI,45.626,-89.4626,Rhinelander-Oneida County Airport,Rhinelander,Wisconsin,United States,12521570,America/Chicago,0,Airports,BLANK,BLANK,6800.0,1624.0,KRHI,4,6
2561,RHO,36.4044,28.0867,Paradisi Airport,Rodhos,Notio Aigaio,Greece,12513316,Europe/Athens,0,Airports,BLANK,BLANK,10696.0,14.0,LGRP,48,21
2562,RIA,-29.7106,-53.6875,Santa Maria Airport,Santa Maria,Rio Grande do Sul,Brazil,12511304,America/Sao_Paulo,0,Airports,BLANK,BLANK,7087.0,289.0,KRIA,3,1
2563,RIB,-11.0167,-66.0833,Gen. Buech Airport,Riberalta,El Beni,Bolivia,12523692,America/La_Paz,0,Airports,BLANK,BLANK,5905.0,463.0,BLANK,1,1
2564,RIC,37.5108,-77.3332,Richmond International Airport,Richmond,Virginia,United States,12518996,America/New_York,0,Airports,BLANK,BLANK,8999.0,168.0,KRIC,26,34
2565,RIG,-32.0819,-52.1664,Rio Grande Airport,Rio Grande,Rio Grande do Sul,Brazil,12511293,America/Sao_Paulo,0,Other Airport,BLANK,BLANK,3937.0,16.0,BLANK,2,1
2566,RIS,45.2419,141.186,Rishiri Airport,Rishirifuji-cho,Hokkaido Prefecture,Japan,28360519,Asia/Tokyo,0,Airports,BLANK,BLANK,2600.0,98.0,BLANK,1,1
2567,RIV,33.8806,-117.259,March Air Force Base,Alessandro,California,United States,12520791,America/Los_Angeles,0,Military Airport,BLANK,BLANK,,,KRIV,7,1
2568,RIW,43.0611,-108.458,Riverton Regional Airport,Riverton,Wyoming,United States,12521603,America/Denver,0,Airports,BLANK,BLANK,8200.0,5525.0,KRIW,2,3
2569,RIX,56.9231,23.9717,Riga Airport,Marupe,Rigas Rajons,Latvia,12514576,Europe/Riga,+371 720-70-09,Airports,office@riga-airport.com,http://www.riga-airport.com,8366.0,34.0,EVRA,76,36
2570,RIY,14.6611,49.3761,Riyan Airport,Shuhayr,Hadramawt,Yemen,12523004,Asia/Aden,0,Airports,BLANK,BLANK,9843.0,54.0,BLANK,7,3
2571,RJA,17.1081,81.82,Rajahmundry Airport,Kapavaram,Andhra Pradesh,India,12513659,Asia/Kolkata,0,Airports,BLANK,BLANK,6000.0,151.0,BLANK,2,2
2572,RJK,45.2167,14.5683,Rijeka Krk Airport,Rijeka,Primorsko-Goranska,Croatia,12513371,Europe/Zagreb,0,Airports,BLANK,http://www.rijeka-airport.hr/,8202.0,246.0,BLANK,6,2
2573,RJL,42.4563,-2.31476,Agoncillo,Logrono,La Rioja,Spain,12578023,Europe/Madrid,0,Airports,BLANK,BLANK,,,BLANK,5,1
